outcode,county
GL43,GLOUCESTERSHIRE
GL43,SOUTH GLOUCESTERSHIRE
GL44,GLOUCESTERSHIRE
GL45,GLOUCESTERSHIRE
GL46,GLOUCESTERSHIRE
GL47,GLOUCESTERSHIRE
GL48,GLOUCESTERSHIRE
GL50,GLOUCESTERSHIRE
GL50,SOUTH GLOUCESTERSHIRE
GL51,GLOUCESTERSHIRE
GL52,CITY OF BRISTOL
GL52,GLOUCESTERSHIRE
GL52,SOUTH GLOUCESTERSHIRE
GL53,GLOUCESTERSHIRE
GL54,GLOUCESTERSHIRE
GL55,GLOUCESTERSHIRE
GL55,SOUTH GLOUCESTERSHIRE
GL55,WARWICKSHIRE
GL56,GLOUCESTERSHIRE
GL56,OXFORDSHIRE
GL56,SOUTH GLOUCESTERSHIRE
GL56,WARWICKSHIRE
GL60,GLOUCESTERSHIRE
GL60,SOUTH GLOUCESTERSHIRE
GL66,GLOUCESTERSHIRE
GL67,GLOUCESTERSHIRE
GL68,GLOUCESTERSHIRE
GL69,GLOUCESTERSHIRE
GL69,SOUTH GLOUCESTERSHIRE
GL70,GLOUCESTERSHIRE
GL71,GLOUCESTERSHIRE
GL72,GLOUCESTERSHIRE
GL73,GLOUCESTERSHIRE
GL73,OXFORDSHIRE
GL74,GLOUCESTERSHIRE
GL75,GLOUCESTERSHIRE
GL75,WILTSHIRE
GL76,GLOUCESTERSHIRE
GL76,WILTSHIRE
GL77,GLOUCESTERSHIRE
GL88,GLOUCESTERSHIRE
GL88,WILTSHIRE
GL91,AVON
GL91,GLOUCESTERSHIRE
GL91,SOUTH GLOUCESTERSHIRE
GU10,HAMPSHIRE
GU10,PORTSMOUTH
GU10,SURREY
GU11,HAMPSHIRE
GU11,SURREY
GU12,HAMPSHIRE
GU12,SURREY
GU13,HAMPSHIRE
GU13,SURREY
GU14,BOURNEMOUTH
GU14,HAMPSHIRE
GU14,SOUTHAMPTON
GU14,SURREY
GU15,BRACKNELL FOREST
GU15,SURREY
GU16,HAMPSHIRE
GU16,SURREY
GU17,BOURNEMOUTH
GU17,HAMPSHIRE
GU17,PORTSMOUTH
GU17,SOUTHAMPTON
GU17,SURREY
GU18,SURREY
GU19,SURREY
GU20,SURREY
GU21,SURREY
GU22,SURREY
GU23,SURREY
GU24,GREATER LONDON
GU24,SURREY
GU25,SURREY
GU26,HAMPSHIRE
GU26,SURREY
GU26,WEST SUSSEX
GU27,HAMPSHIRE
GU27,SURREY
GU27,WEST SUSSEX
GU28,SURREY
GU28,WEST SUSSEX
GU29,SURREY
GU29,WEST SUSSEX
GU30,HAMPSHIRE
GU30,WEST SUSSEX
GU31,HAMPSHIRE
GU31,PORTSMOUTH
GU31,SURREY
GU31,WEST SUSSEX
GU32,HAMPSHIRE
GU32,SURREY
GU33,HAMPSHIRE
GU33,SURREY
GU33,WEST SUSSEX
GU34,HAMPSHIRE
GU35,HAMPSHIRE
GU46,HAMPSHIRE
GU46,POOLE
GU46,SOUTHAMPTON
GU47,BRACKNELL FOREST
GU47,GLOUCESTERSHIRE
GU47,HAMPSHIRE
GU47,SURREY
GU47,WEST BERKSHIRE
GU47,WINDSOR AND MAIDENHEAD
GU47,WOKINGHAM
GU48,SURREY
GU50,SURREY
GU51,DORSET
GU51,HAMPSHIRE
GU51,PORTSMOUTH
GU51,SOUTHAMPTON
GU51,SURREY
GU52,DORSET
GU52,HAMPSHIRE
GU52,PORTSMOUTH
GU52,SOUTHAMPTON
GU53,HAMPSHIRE
GU59,SURREY
GU67,SURREY
GU68,SURREY
GU68,WEST SUSSEX
GU71,SURREY
GU72,SURREY
GU73,SURREY
GU84,SURREY
GU84,WEST SUSSEX
GU85,SURREY
GU86,SURREY
GU90,SURREY
GU97,SURREY
GU98,SURREY
GU99,HAMPSHIRE
GU99,SURREY
HA01,GREATER LONDON
HA02,GREATER LONDON
HA03,GREATER LONDON
HA04,GREATER LONDON
HA11,GREATER LONDON
HA12,GREATER LONDON
HA13,GREATER LONDON
HA14,GREATER LONDON
HA14,HEREFORDSHIRE
HA20,GREATER LONDON
HA26,GREATER LONDON
HA27,GREATER LONDON
HA28,GREATER LONDON
HA29,GREATER LONDON
HA30,GREATER LONDON
HA33,GREATER LONDON
HA35,GREATER LONDON
HA36,GREATER LONDON
HA37,GREATER LONDON
HA38,GREATER LONDON
HA39,GREATER LONDON
HA40,GREATER LONDON
HA46,GREATER LONDON
HA47,GREATER LONDON
HA48,GREATER LONDON
HA49,GREATER LONDON
HA51,GREATER LONDON
HA52,GREATER LONDON
HA53,GREATER LONDON
HA54,GREATER LONDON
HA54,HERTFORDSHIRE
HA55,GREATER LONDON
HA61,GREATER LONDON
HA62,GREATER LONDON
HA62,HERTFORDSHIRE
HA63,GREATER LONDON
HA63,HERTFORDSHIRE
HA67,GREATER LONDON
HA71,GREATER LONDON
HA72,GREATER LONDON
HA73,GREATER LONDON
HA73,HERTFORDSHIRE
HA74,GREATER LONDON
HA80,GREATER LONDON
HA85,GREATER LONDON
HA86,GREATER LONDON
HA87,GREATER LONDON
HA88,GREATER LONDON
HA88,HERTFORDSHIRE
HA89,GREATER LONDON
HA90,GREATER LONDON
HA96,GREATER LONDON
HA97,GREATER LONDON
HA98,GREATER LONDON
HA99,GREATER LONDON
HD11,WEST YORKSHIRE
HD12,WEST YORKSHIRE
HD13,WEST YORKSHIRE
HD14,WEST YORKSHIRE
HD15,WEST YORKSHIRE
HD16,WEST YORKSHIRE
HD20,WEST YORKSHIRE
HD21,WEST YORKSHIRE
HD22,WEST YORKSHIRE
HD32,WEST YORKSHIRE
HD33,WEST YORKSHIRE
HD34,WEST YORKSHIRE
HD45,WEST YORKSHIRE
HD46,WEST YORKSHIRE
HD47,SOUTH YORKSHIRE
HD47,WEST YORKSHIRE
HD50,WEST YORKSHIRE
HD58,WEST YORKSHIRE
HD59,WEST YORKSHIRE
HD61,WEST YORKSHIRE
HD62,WEST YORKSHIRE
HD63,WEST YORKSHIRE
HD64,WEST YORKSHIRE
HD70,WEST YORKSHIRE
HD71,SOUTH YORKSHIRE
HD71,WEST YORKSHIRE
HD72,WEST YORKSHIRE
HD73,WEST YORKSHIRE
HD74,WEST YORKSHIRE
HD75,WEST YORKSHIRE
HD76,WEST YORKSHIRE
HD77,WEST YORKSHIRE
HD80,WEST YORKSHIRE
HD88,SOUTH YORKSHIRE
HD88,WEST YORKSHIRE
HD89,WEST YORKSHIRE
HD91,WEST YORKSHIRE
HD92,SOUTH YORKSHIRE
HD92,WEST YORKSHIRE
HD93,WEST YORKSHIRE
HD94,WEST YORKSHIRE
HD95,WEST YORKSHIRE
HD96,WEST YORKSHIRE
HD97,SOUTH YORKSHIRE
HD97,WEST YORKSHIRE
HG11,NORTH YORKSHIRE
HG12,NORTH YORKSHIRE
HG13,NORTH YORKSHIRE
HG14,NORTH YORKSHIRE
HG14,YORK
HG15,NORTH YORKSHIRE
HG20,NORTH YORKSHIRE
HG27,NORTH YORKSHIRE
HG28,NORTH YORKSHIRE
HG29,NORTH YORKSHIRE
HG31,NORTH YORKSHIRE
HG32,NORTH YORKSHIRE
HG32,YORK
HG33,NORTH YORKSHIRE
HG33,YORK
HG34,NORTH YORKSHIRE
HG35,NORTH YORKSHIRE
HG41,NORTH YORKSHIRE
HG41,NOTTINGHAMSHIRE
HG41,YORK
HG42,NORTH YORKSHIRE
HG42,YORK
HG43,NORTH YORKSHIRE
HG44,NORTH YORKSHIRE
HG45,NORTH YORKSHIRE
HG50,NORTH YORKSHIRE
HG50,YORK
HG56,NORTH YORKSHIRE
HG58,NORTH YORKSHIRE
HG58,YORK
HG59,NORTH YORKSHIRE
HG59,YORK
HP10,BUCKINGHAMSHIRE
HP10,MILTON KEYNES
HP11,BUCKINGHAMSHIRE
HP11,HERTFORDSHIRE
HP11,MILTON KEYNES
HP12,BUCKINGHAMSHIRE
HP12,HERTFORDSHIRE
HP12,MILTON KEYNES
HP13,BUCKINGHAMSHIRE
HP13,HERTFORDSHIRE
HP13,MILTON KEYNES
HP14,BUCKINGHAMSHIRE
HP14,OXFORDSHIRE
HP15,BUCKINGHAMSHIRE
HP15,MILTON KEYNES
HP16,BUCKINGHAMSHIRE
HP16,MILTON KEYNES
HP17,BUCKINGHAMSHIRE
HP18,BUCKINGHAMSHIRE
HP18,MILTON KEYNES
HP18,OXFORDSHIRE
HP19,BUCKINGHAMSHIRE
HP19,MILTON KEYNES
HP20,BUCKINGHAMSHIRE
HP20,MILTON KEYNES
HP21,BUCKINGHAMSHIRE
HP21,MILTON KEYNES
HP22,BUCKINGHAMSHIRE
HP22,HERTFORDSHIRE
HP22,MILTON KEYNES
HP23,BUCKINGHAMSHIRE
HP23,HEREFORDSHIRE
HP23,HERTFORDSHIRE
HP24,HERTFORDSHIRE
HP25,HERTFORDSHIRE
HP26,HERTFORDSHIRE
HP27,BUCKINGHAMSHIRE
HP27,HERTFORDSHIRE
HP27,MILTON KEYNES
HP30,GREATER LONDON
HP30,HERTFORDSHIRE
HP38,HERTFORDSHIRE
HP39,HERTFORDSHIRE
HP41,BEDFORDSHIRE
HP41,BUCKINGHAMSHIRE
HP41,CENTRAL BEDFORDSHIRE
HP41,HERTFORDSHIRE
HP42,BUCKINGHAMSHIRE
HP42,HERTFORDSHIRE
HP43,BUCKINGHAMSHIRE
HP43,HERTFORDSHIRE
HP51,BUCKINGHAMSHIRE
HP51,HERTFORDSHIRE
HP51,MILTON KEYNES
HP52,BUCKINGHAMSHIRE
HP53,BUCKINGHAMSHIRE
HP53,HERTFORDSHIRE
HP53,MILTON KEYNES
HP65,BUCKINGHAMSHIRE
HP66,BUCKINGHAMSHIRE
HP66,MILTON KEYNES
HP70,BUCKINGHAMSHIRE
HP79,BUCKINGHAMSHIRE
HP84,BUCKINGHAMSHIRE
HP91,BUCKINGHAMSHIRE
HP91,MILTON KEYNES
HP92,BUCKINGHAMSHIRE
HP92,MILTON KEYNES
HR11,HEREFORD AND WORCESTER
HR11,HEREFORDSHIRE
HR11,WORCESTERSHIRE
HR12,HEREFORD AND WORCESTER
HR12,HEREFORDSHIRE
HR13,HEREFORD AND WORCESTER
HR13,HEREFORDSHIRE
HR13,WORCESTERSHIRE
HR14,HEREFORD AND WORCESTER
HR14,HEREFORDSHIRE
HR14,WORCESTERSHIRE
HR20,HEREFORD AND WORCESTER
HR20,HEREFORDSHIRE
HR22,HEREFORDSHIRE
HR26,HEREFORD AND WORCESTER
HR26,HEREFORDSHIRE
HR27,HEREFORD AND WORCESTER
HR27,HEREFORDSHIRE
HR27,WORCESTERSHIRE
HR28,HEREFORD AND WORCESTER
HR28,HEREFORDSHIRE
HR29,HEREFORD AND WORCESTER
HR29,HEREFORDSHIRE
HR35,HEREFORD AND WORCESTER
HR35,HEREFORDSHIRE
HR35,POWYS
HR35,WREXHAM
HR36,HEREFORD AND WORCESTER
HR36,HEREFORDSHIRE
HR36,POWYS
HR40,HEREFORD AND WORCESTER
HR40,HEREFORDSHIRE
HR44,HEREFORDSHIRE
HR47,HEREFORD AND WORCESTER
HR47,HEREFORDSHIRE
HR48,HEREFORD AND WORCESTER
HR48,HEREFORDSHIRE
HR49,HEREFORD AND WORCESTER
HR49,HEREFORDSHIRE
HR49,WORCESTERSHIRE
HR53,HEREFORD AND WORCESTER
HR53,HEREFORDSHIRE
HR53,POWYS
HR60,HEREFORD AND WORCESTER
HR60,HEREFORDSHIRE
HR60,WORCESTERSHIRE
HR68,HEREFORD AND WORCESTER
HR68,HEREFORDSHIRE
HR68,WORCESTERSHIRE
HR69,HEREFORD AND WORCESTER
HR69,HEREFORDSHIRE
HR74,HEREFORD AND WORCESTER
HR74,HEREFORDSHIRE
HR74,WORCESTERSHIRE
HR81,GLOUCESTERSHIRE
HR81,HEREFORD AND WORCESTER
HR81,HEREFORDSHIRE
HR81,WORCESTERSHIRE
HR82,GLOUCESTERSHIRE
HR82,HEREFORD AND WORCESTER
HR82,HEREFORDSHIRE
HR82,WORCESTERSHIRE
HR95,GLOUCESTERSHIRE
HR95,HEREFORD AND WORCESTER
HR95,HEREFORDSHIRE
HR96,HEREFORD AND WORCESTER
HR96,HEREFORDSHIRE
HR97,GLOUCESTERSHIRE
HR97,HEREFORD AND WORCESTER
HR97,HEREFORDSHIRE
HU10,CITY OF KINGSTON UPON HULL
HU10,EAST RIDING OF YORKSHIRE
HU10,HUMBERSIDE
HU11,CITY OF KINGSTON UPON HULL
HU11,EAST RIDING OF YORKSHIRE
HU11,HUMBERSIDE
HU11,NORTH EAST LINCOLNSHIRE
HU11,NORTH LINCOLNSHIRE
HU12,CITY OF KINGSTON UPON HULL
HU12,EAST RIDING OF YORKSHIRE
HU12,HUMBERSIDE
HU12,NORTH LINCOLNSHIRE
HU12,YORK
HU13,CITY OF KINGSTON UPON HULL
HU13,EAST RIDING OF YORKSHIRE
HU13,HUMBERSIDE
HU13,NORTH EAST LINCOLNSHIRE
HU13,NORTH LINCOLNSHIRE
HU14,EAST RIDING OF YORKSHIRE
HU14,HUMBERSIDE
HU15,CITY OF KINGSTON UPON HULL
HU15,EAST RIDING OF YORKSHIRE
HU15,HUMBERSIDE
HU16,CITY OF KINGSTON UPON HULL
HU16,EAST RIDING OF YORKSHIRE
HU16,HUMBERSIDE
HU17,CITY OF KINGSTON UPON HULL
HU17,EAST RIDING OF YORKSHIRE
HU17,HUMBERSIDE
HU18,EAST RIDING OF YORKSHIRE
HU18,HUMBERSIDE
HU19,CITY OF KINGSTON UPON HULL
HU19,EAST RIDING OF YORKSHIRE
HU19,HUMBERSIDE
HU20,CITY OF KINGSTON UPON HULL
HU20,EAST RIDING OF YORKSHIRE
HU20,HUMBERSIDE
HU28,CITY OF KINGSTON UPON HULL
HU28,HUMBERSIDE
HU28,NORTH LINCOLNSHIRE
HU29,CITY OF KINGSTON UPON HULL
HU29,HUMBERSIDE
HU31,CITY OF KINGSTON UPON HULL
HU31,HUMBERSIDE
HU32,CITY OF KINGSTON UPON HULL
HU32,HUMBERSIDE
HU32,NORTH EAST LINCOLNSHIRE
HU33,CITY OF KINGSTON UPON HULL
HU33,HUMBERSIDE
HU34,CITY OF KINGSTON UPON HULL
HU35,CITY OF KINGSTON UPON HULL
HU35,HUMBERSIDE
HU36,CITY OF KINGSTON UPON HULL
HU36,HUMBERSIDE
HU36,NORTH EAST LINCOLNSHIRE
HU46,CITY OF KINGSTON UPON HULL
HU46,EAST RIDING OF YORKSHIRE
HU46,HUMBERSIDE
HU46,NORTH EAST LINCOLNSHIRE
HU47,CITY OF KINGSTON UPON HULL
HU47,EAST RIDING OF YORKSHIRE
HU47,HUMBERSIDE
HU51,CITY OF KINGSTON UPON HULL
HU51,HUMBERSIDE
HU51,NORTH EAST LINCOLNSHIRE
HU51,NORTH LINCOLNSHIRE
HU52,CITY OF KINGSTON UPON HULL
HU52,HUMBERSIDE
HU53,CITY OF KINGSTON UPON HULL
HU53,HUMBERSIDE
HU53,NORTH LINCOLNSHIRE
HU54,CITY OF KINGSTON UPON HULL
HU54,EAST RIDING OF YORKSHIRE
HU54,HUMBERSIDE
HU54,NORTH LINCOLNSHIRE
HU55,CITY OF KINGSTON UPON HULL
HU55,EAST RIDING OF YORKSHIRE
HU55,HUMBERSIDE
HU55,NORTH EAST LINCOLNSHIRE
HU60,EAST RIDING OF YORKSHIRE
HU60,HUMBERSIDE
HU67,CITY OF KINGSTON UPON HULL
HU67,EAST RIDING OF YORKSHIRE
HU67,HUMBERSIDE
HU67,NORTH LINCOLNSHIRE
HU68,CITY OF KINGSTON UPON HULL
HU68,EAST RIDING OF YORKSHIRE
HU68,HUMBERSIDE
HU68,NORTH EAST LINCOLNSHIRE
HU69,CITY OF KINGSTON UPON HULL
HU69,EAST RIDING OF YORKSHIRE
HU69,HUMBERSIDE
HU70,CITY OF KINGSTON UPON HULL
HU70,HUMBERSIDE
HU73,CITY OF KINGSTON UPON HULL
HU73,EAST RIDING OF YORKSHIRE
HU73,HUMBERSIDE
HU73,NORTH EAST LINCOLNSHIRE
HU73,NORTH LINCOLNSHIRE
HU74,CITY OF KINGSTON UPON HULL
HU74,EAST RIDING OF YORKSHIRE
HU74,HUMBERSIDE
HU75,CITY OF KINGSTON UPON HULL
HU75,EAST RIDING OF YORKSHIRE
HU75,HUMBERSIDE
HU76,CITY OF KINGSTON UPON HULL
HU76,HUMBERSIDE
HU77,EAST RIDING OF YORKSHIRE
HU80,CITY OF KINGSTON UPON HULL
HU80,HUMBERSIDE
HU87,CITY OF KINGSTON UPON HULL
HU87,HUMBERSIDE
HU87,NORTH EAST LINCOLNSHIRE
HU88,CITY OF KINGSTON UPON HULL
HU88,EAST RIDING OF YORKSHIRE
HU88,HUMBERSIDE
HU88,NORTH LINCOLNSHIRE
HU89,CITY OF KINGSTON UPON HULL
HU89,EAST RIDING OF YORKSHIRE
HU89,HUMBERSIDE
HU91,CITY OF KINGSTON UPON HULL
HU91,HUMBERSIDE
HU92,CITY OF KINGSTON UPON HULL
HU92,EAST RIDING OF YORKSHIRE
HU92,HUMBERSIDE
HU93,CITY OF KINGSTON UPON HULL
HU93,HUMBERSIDE
HU93,NORTH EAST LINCOLNSHIRE
HU93,NORTH LINCOLNSHIRE
HU94,CITY OF KINGSTON UPON HULL
HU94,HUMBERSIDE
HU95,CITY OF KINGSTON UPON HULL
HU95,HUMBERSIDE
HX11,WEST YORKSHIRE
HX12,WEST YORKSHIRE
HX13,WEST YORKSHIRE
HX14,WEST YORKSHIRE
HX15,WEST YORKSHIRE
HX20,WEST YORKSHIRE
HX26,WEST YORKSHIRE
HX27,WEST YORKSHIRE
HX28,WEST YORKSHIRE
HX29,WEST YORKSHIRE
HX30,WEST YORKSHIRE
HX35,WEST YORKSHIRE
HX36,WEST YORKSHIRE
HX37,WEST YORKSHIRE
HX38,WEST YORKSHIRE
HX39,WEST YORKSHIRE
HX40,WEST YORKSHIRE
HX48,WEST YORKSHIRE
HX49,WEST YORKSHIRE
HX50,WEST YORKSHIRE
HX59,WEST YORKSHIRE
HX61,WEST YORKSHIRE
HX62,WEST YORKSHIRE
HX63,WEST YORKSHIRE
HX64,WEST YORKSHIRE
HX75,WEST YORKSHIRE
HX76,WEST YORKSHIRE
HX77,WEST YORKSHIRE
HX78,WEST YORKSHIRE
IG10,ESSEX
IG10,THURROCK
IG10,WILTSHIRE
IG11,GREATER LONDON
IG12,GREATER LONDON
IG12,THURROCK
IG13,GREATER LONDON
IG14,GREATER LONDON
IG26,GREATER LONDON
IG27,GREATER LONDON
IG38,GREATER LONDON
IG39,GREATER LONDON
IG45,GREATER LONDON
IG50,GREATER LONDON
IG60,GREATER LONDON
IG61,GREATER LONDON
IG62,GREATER LONDON
IG63,GREATER LONDON
IG74,ESSEX
IG74,GREATER LONDON
IG75,ESSEX
IG75,GREATER LONDON
IG76,ESSEX
IG76,GREATER LONDON
IG80,ESSEX
IG80,GREATER LONDON
IG87,GREATER LONDON
IG88,ESSEX
IG88,GREATER LONDON
IG89,GREATER LONDON
IG95,ESSEX
IG95,GREATER LONDON
IG96,ESSEX
IG96,GREATER LONDON
IG96,SOUTHEND-ON-SEA
IG98,GREATER LONDON
IP10,SUFFOLK
IP11,SUFFOLK
IP12,SUFFOLK
IP13,SUFFOLK
IP14,ESSEX
IP14,SUFFOLK
IP15,SUFFOLK
IP16,SUFFOLK
IP17,SUFFOLK
IP18,SOUTH YORKSHIRE
IP18,SUFFOLK
IP19,SUFFOLK
IP20,NORFOLK
IP20,SUFFOLK
IP21,NORFOLK
IP21,SUFFOLK
IP22,NORFOLK
IP22,SUFFOLK
IP23,SUFFOLK
IP24,NORFOLK
IP24,SUFFOLK
IP25,NORFOLK
IP25,SUFFOLK
IP26,NORFOLK
IP27,NORFOLK
IP27,SUFFOLK
IP28,GREATER MANCHESTER
IP28,SUFFOLK
IP28,WORCESTERSHIRE
IP29,SUFFOLK
IP30,SUFFOLK
IP31,NORFOLK
IP31,SUFFOLK
IP32,SUFFOLK
IP33,SUFFOLK
IP38,SUFFOLK
IP39,SUFFOLK
IP41,SUFFOLK
IP42,SUFFOLK
IP43,SUFFOLK
IP44,SUFFOLK
IP45,SUFFOLK
IP51,SUFFOLK
IP52,LINCOLNSHIRE
IP52,SUFFOLK
IP53,SUFFOLK
IP54,SUFFOLK
IP57,SUFFOLK
IP60,SUFFOLK
IP68,SUFFOLK
IP69,SUFFOLK
IP75,SUFFOLK
IP76,SUFFOLK
IP77,SUFFOLK
IP83,SUFFOLK
IP84,SUFFOLK
IP91,SUFFOLK
IP92,SUFFOLK
KT10,SURREY
KT11,GREATER LONDON
KT11,SURREY
KT12,GREATER LONDON
KT12,SURREY
KT13,GREATER LONDON
KT13,SURREY
KT14,GREATER LONDON
KT14,SURREY
KT15,SURREY
KT16,SURREY
KT17,GREATER LONDON
KT17,SURREY
KT18,SURREY
KT19,GREATER LONDON
KT19,SURREY
KT20,SURREY
KT21,SURREY
KT22,GREATER LONDON
KT22,SURREY
KT23,SURREY
KT24,SURREY
KT25,GREATER LONDON
KT26,GREATER LONDON
KT27,GREATER LONDON
KT33,GREATER LONDON
KT34,GREATER LONDON
KT35,GREATER LONDON
KT35,SURREY
KT36,GREATER LONDON
KT39,SURREY
KT40,SURREY
KT46,SURREY
KT47,GREATER LONDON
KT47,SURREY
KT48,GREATER LONDON
KT48,SURREY
KT58,GREATER LONDON
KT59,GREATER LONDON
KT64,GREATER LONDON
KT64,SURREY
KT65,GREATER LONDON
KT65,SURREY
KT66,GREATER LONDON
KT66,SURREY
KT67,GREATER LONDON
KT70,SURREY
KT80,SURREY
KT81,SURREY
KT82,SURREY
KT89,GREATER LONDON
KT89,SURREY
KT91,GREATER LONDON
KT91,SURREY
KT92,GREATER LONDON
KT98,SURREY
KY64,GREATER LONDON
L10,MERSEYSIDE
L11,MERSEYSIDE
L11,WREXHAM
L12,MERSEYSIDE
L13,MERSEYSIDE
L14,MERSEYSIDE
L15,MERSEYSIDE
L16,MERSEYSIDE
L17,MERSEYSIDE
L18,MERSEYSIDE
L19,MERSEYSIDE
L20,MERSEYSIDE
L21,MERSEYSIDE
L22,MERSEYSIDE
L23,MERSEYSIDE
L24,CHESHIRE
L24,HALTON
L24,MERSEYSIDE
L25,MERSEYSIDE
L26,HALTON
L26,MERSEYSIDE
L27,MERSEYSIDE
L28,MERSEYSIDE
L29,MERSEYSIDE
L30,MERSEYSIDE
L31,LANCASHIRE
L31,MERSEYSIDE
L32,MERSEYSIDE
L33,LANCASHIRE
L33,MERSEYSIDE
L34,MERSEYSIDE
L35,HALTON
L35,MERSEYSIDE
L36,MERSEYSIDE
L37,LANCASHIRE
L37,MERSEYSIDE
L38,LANCASHIRE
L38,MERSEYSIDE
L39,LANCASHIRE
L39,MERSEYSIDE
L40,GREATER MANCHESTER
L40,LANCASHIRE
L40,MERSEYSIDE
L41,MERSEYSIDE
L42,MERSEYSIDE
L43,MERSEYSIDE
L44,MERSEYSIDE
L45,MERSEYSIDE
L46,MERSEYSIDE
L47,MERSEYSIDE
L48,MERSEYSIDE
L49,MERSEYSIDE
L50,MERSEYSIDE
L51,MERSEYSIDE
L52,MERSEYSIDE
L53,MERSEYSIDE
L54,MERSEYSIDE
L55,MERSEYSIDE
L56,MERSEYSIDE
L57,MERSEYSIDE
L58,MERSEYSIDE
L59,MERSEYSIDE
L60,MERSEYSIDE
L61,MERSEYSIDE
L62,MERSEYSIDE
L63,MERSEYSIDE
L64,CHESHIRE
L64,LANCASHIRE
L64,MERSEYSIDE
L65,CHESHIRE
L65,MERSEYSIDE
L66,CHESHIRE
L66,CHESHIRE WEST AND CHESTER
L66,MERSEYSIDE
L67,MERSEYSIDE
L68,MERSEYSIDE
L69,MERSEYSIDE
L70,MERSEYSIDE
L71,MERSEYSIDE
L72,MERSEYSIDE
L73,MERSEYSIDE
L74,MERSEYSIDE
L75,MERSEYSIDE
L76,MERSEYSIDE
L77,MERSEYSIDE
L78,MERSEYSIDE
L79,MERSEYSIDE
L80,MERSEYSIDE
L81,MERSEYSIDE
L82,MERSEYSIDE
L83,MERSEYSIDE
L84,MERSEYSIDE
L85,MERSEYSIDE
L86,GREATER MANCHESTER
L86,MERSEYSIDE
L87,MERSEYSIDE
L88,MERSEYSIDE
L89,MERSEYSIDE
L90,MERSEYSIDE
L91,MERSEYSIDE
L92,MERSEYSIDE
L93,MERSEYSIDE
L94,MERSEYSIDE
L95,MERSEYSIDE
L96,MERSEYSIDE
L97,MERSEYSIDE
L98,MERSEYSIDE
L99,MERSEYSIDE
LA10,CUMBRIA
LA10,NORTH YORKSHIRE
LA10,WESTMORLAND AND FURNESS
LA11,CUMBRIA
LA11,LANCASHIRE
LA11,WESTMORLAND AND FURNESS
LA12,CUMBRIA
LA12,LANCASHIRE
LA12,WESTMORLAND AND FURNESS
LA13,CUMBRIA
LA13,LANCASHIRE
LA13,WESTMORLAND AND FURNESS
LA14,CUMBRIA
LA14,LANCASHIRE
LA14,WESTMORLAND AND FURNESS
LA15,CUMBRIA
LA15,LANCASHIRE
LA15,WESTMORLAND AND FURNESS
LA16,CUMBRIA
LA16,WESTMORLAND AND FURNESS
LA17,CUMBRIA
LA17,WESTMORLAND AND FURNESS
LA18,CUMBERLAND
LA18,CUMBRIA
LA19,CUMBERLAND
LA19,CUMBRIA
LA20,BLACKBURN WITH DARWEN
LA20,CUMBERLAND
LA20,CUMBRIA
LA20,LANCASHIRE
LA20,WESTMORLAND AND FURNESS
LA21,CUMBRIA
LA21,MERSEYSIDE
LA21,WESTMORLAND AND FURNESS
LA22,CUMBRIA
LA22,LANCASHIRE
LA22,WESTMORLAND AND FURNESS
LA23,CUMBRIA
LA23,WESTMORLAND AND FURNESS
LA26,LANCASHIRE
LA27,LANCASHIRE
LA27,NORTH YORKSHIRE
LA27,YORK
LA28,LANCASHIRE
LA28,NORTH YORKSHIRE
LA29,LANCASHIRE
LA31,LANCASHIRE
LA32,CUMBRIA
LA32,LANCASHIRE
LA33,LANCASHIRE
LA44,GREATER MANCHESTER
LA44,LANCASHIRE
LA45,LANCASHIRE
LA46,LANCASHIRE
LA50,CUMBRIA
LA50,LANCASHIRE
LA50,WESTMORLAND AND FURNESS
LA58,LANCASHIRE
LA59,CUMBRIA
LA59,LANCASHIRE
LA61,CUMBRIA
LA61,LANCASHIRE
LA61,WESTMORLAND AND FURNESS
LA62,CUMBRIA
LA62,LANCASHIRE
LA62,WESTMORLAND AND FURNESS
LA63,NORTH YORKSHIRE
LA77,CUMBRIA
LA77,WESTMORLAND AND FURNESS
LA80,CUMBRIA
LA80,LEICESTERSHIRE
LA80,WESTMORLAND AND FURNESS
LA88,CUMBRIA
LA88,WESTMORLAND AND FURNESS
LA89,CUMBRIA
LA89,WESTMORLAND AND FURNESS
LA94,CUMBRIA
LA94,WESTMORLAND AND FURNESS
LA95,CUMBRIA
LA95,WESTMORLAND AND FURNESS
LA96,CUMBRIA
LA96,WESTMORLAND AND FURNESS
LA97,CUMBRIA
LA97,WESTMORLAND AND FURNESS
LD15,POWYS
LD16,POWYS
LD23,NEWPORT
LD23,POWYS
LD30,POWYS
LD37,MERTHYR TYDFIL
LD37,NEWPORT
LD37,POWYS
LD38,NEWPORT
LD38,POWYS
LD39,POWYS
LD41,POWYS
LD44,POWYS
LD45,POWYS
LD54,POWYS
LD65,POWYS
LD71,POWYS
LD71,SHROPSHIRE
LD82,HEREFORD AND WORCESTER
LD82,HEREFORDSHIRE
LD82,POWYS
LD82,SWANSEA
LE10,LEICESTER
LE10,LEICESTERSHIRE
LE10,WARWICKSHIRE
LE11,LEICESTER
LE11,LEICESTERSHIRE
LE12,CITY OF NOTTINGHAM
LE12,LEICESTER
LE12,LEICESTERSHIRE
LE12,LINCOLNSHIRE
LE12,NOTTINGHAMSHIRE
LE12,WESTMORLAND AND FURNESS
